Date Received,Incident Date,Processing Time (Days),Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
01/06/2014,12/19/2013,18,SJC,Norman Y Mineta San Jose International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
01/08/2014,12/11/2013,28,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",95.84,Approve in Full
01/08/2014,12/16/2013,23,JFK,John F. Kennedy International,China Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
01/13/2014,12/24/2013,20,LAX,Los Angeles International Airport ,Jet Blue,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
01/08/2014,12/20/2013,19,EWR,Newark International Airport,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",110.93,Settle
01/06/2014,12/24/2013,13,ORD,Chicago O'Hare International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
01/03/2014,12/12/2013,22,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Medical/Science""",70.47,Approve in Full
01/06/2014,12/26/2013,11,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",89,Approve in Full
01/06/2014,12/24/2013,13,JFK,John F. Kennedy International,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",293.72,Settle
01/13/2014,01/06/2013,372,MKE,General Mitchell International Airport,AirTran Airlines,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",74.2,Approve in Full
01/03/2014,12/11/2013,23,PDX,Portland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",47.95,Approve in Full
01/06/2014,12/19/2013,18,SCK,Stockton,Allegiant Air,Property Damage,Checked Baggage,"""Clothing""",60,Approve in Full
01/03/2014,12/23/2013,11,SEA,Seattle-Tacoma International,Alaska Airlines  ,Property Damage,Checked Baggage,"""Home Decor""",165,Approve in Full
01/03/2014,10/19/2013,76,DFW,Dallas-Fort Worth International Airport ,Qantas Airlines,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",84.3,Settle
01/06/2014,01/04/2014,2,PHL,Philadelphia International Airport,British Airways  ,Property Damage,Checked Baggage,"""Household Items""",132.49,Settle
01/08/2014,05/26/2013,227,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",717.86,Settle
01/08/2014,12/22/2013,17,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
01/08/2014,12/05/2013,34,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,"""Personal Electronics""",0,Deny
01/14/2014,12/30/2013,15,MSP,Minneapolis/ St.Paul International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
01/08/2014,12/18/2013,21,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Personal Accessories""",0,Deny
01/09/2014,10/14/2013,87,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
01/08/2014,06/14/2013,208,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,"""Other""",244.27,Approve in Full
01/08/2014,12/28/2013,11,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Hunting & Fishing Items""",47.68,Approve in Full
01/09/2014,12/12/2013,28,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
01/08/2014,10/21/2013,79,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",0,Deny
01/07/2014,12/20/2013,18,FLL,Ft. Lauderdale-Hollywood International,UAL  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",80,Approve in Full
01/08/2014,11/29/2013,40,SAV,Savannah International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Home Decor""",70,Approve in Full
01/09/2014,01/07/2014,2,BOS,Boston (Logan) International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,"""Other""",88.78,Approve in Full
01/08/2014,12/24/2013,15,BOS,Boston (Logan) International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
01/09/2014,01/06/2014,3,PWM,Portland International Jetport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Hunting & Fishing Items""",0,Deny
01/08/2014,12/27/2013,12,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
01/08/2014,12/19/2013,20,MCO,Orlando International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
01/09/2014,01/07/2014,2,TPA,Tampa International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Food & Drink""",0,Deny
01/09/2014,12/30/2013,10,MKE,General Mitchell International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Food & Drink""",60,Approve in Full
01/09/2014,12/07/2013,33,PHL,Philadelphia International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
01/09/2014,11/18/2013,52,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
01/09/2014,12/12/2013,28,CLT,Charlotte/Douglas International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Hunting & Fishing Items""",49.95,Approve in Full
01/09/2014,12/30/2013,10,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,"""Food & Drink""",500,Approve in Full
01/09/2014,01/05/2014,4,DEN,Denver International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
01/09/2014,12/12/2013,28,PBI,Palm Beach International,Air Canada,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",362.09,Approve in Full
01/08/2014,12/12/2013,27,EUG,Eugene Airport/Mahlon Sweet Field,UAL  ,Property Damage,Checked Baggage,"""Computer & Accessories""",1500,Settle
01/08/2014,12/22/2013,17,STT,Cyril E. King International,USAir  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
01/11/2014,01/08/2014,3,GEG,Spokane International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Tools & Home Improvement Supplies""",0,Deny
01/11/2014,01/04/2014,7,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,"""Clothing; Personal Electronics""",0,Deny
01/10/2014,09/13/2013,119,SLC,Salt Lake City International Airport,UAL  ,Property Damage,Checked Baggage,"""Other""",0,Deny
01/10/2014,01/03/2014,7,LAX,Los Angeles International Airport ,Asiana Airlines,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
01/12/2014,12/30/2013,13,BOS,Boston (Logan) International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
01/08/2014,12/29/2013,10,GUM,Guam,UAL  ,Property Damage,Checked Baggage,"""Other""",0,Deny
01/08/2014,12/17/2013,22,SAN,San Diego International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
01/10/2014,01/01/2014,9,DSM,Des Moines International,Frontier Airlines,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
01/11/2014,01/08/2014,3,ORD,Chicago O'Hare International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Medical/Science""",0,Deny
01/09/2014,12/23/2013,17,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",7.99,Approve in Full
01/08/2014,12/20/2013,19,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
01/09/2014,12/24/2013,16,ALB,Albany International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Other""",206,Settle
01/11/2014,01/09/2014,2,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,"""Other""",34.99,Approve in Full
01/08/2014,11/16/2013,53,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Medical/Science""",0,Deny
01/13/2014,01/09/2014,4,JFK,John F. Kennedy International,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",347.31,Settle
01/08/2014,11/22/2013,47,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
01/12/2014,01/04/2014,8,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,"""Other""",0,Deny
01/08/2014,12/28/2013,11,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
01/08/2014,10/25/2013,75,LAS,McCarran International,UAL  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches; Jewelry & Watches""",0,Deny
01/08/2014,12/28/2013,11,IAD,Washington Dulles International,British Airways  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",125,Approve in Full
01/13/2014,01/05/2014,8,SAT,San Antonio International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",50,Settle
01/08/2014,12/16/2013,23,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",149,Settle
01/08/2014,12/24/2013,15,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,"""Currency; Food & Drink""",0,Deny
01/08/2014,12/31/2013,8,GEG,Spokane International,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
01/16/2014,12/13/2013,34,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
01/14/2014,12/16/2013,29,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Clothing""",0,Deny
01/14/2014,12/29/2013,16,EWR,Newark International Airport,Virgin America,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
01/14/2014,09/10/2013,126,LAX,Los Angeles International Airport ,AirTran Airlines,Property Damage,Checked Baggage,"""Computer & Accessories""",0,Deny
01/14/2014,08/16/2013,151,SEA,Seattle-Tacoma International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Clothing""",0,Deny
01/10/2014,12/27/2013,14,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
01/10/2014,01/02/2014,8,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
01/14/2014,12/25/2013,20,CAK,Akron-Canton Regional,AirTran Airlines,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
01/09/2014,12/19/2013,21,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,"""Cameras""",0,Deny
01/17/2014,09/30/2012,474,JFK,John F. Kennedy International,American Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses; Clothing; Other""",0,Deny
01/13/2014,01/05/2014,8,ABI,Abilene Regional,American Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",64.94,Approve in Full
01/09/2014,12/28/2013,12,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",97.2,Approve in Full
01/14/2014,01/03/2014,11,SAT,San Antonio International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",150,Settle
01/09/2014,12/05/2013,35,PDX,Portland International,Frontier Airlines,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
01/14/2014,12/06/2013,39,SMF,Sacramento International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",34.56,Approve in Full
01/14/2014,12/16/2013,29,BOS,Boston (Logan) International Airport ,Iceland Air  ,Property Damage,Checked Baggage,"""Clothing""",0,Deny
01/09/2014,11/24/2013,46,JFK,John F. Kennedy International,Royal Jordanian Airline  ,Passenger Property Loss,Checked Baggage,"""Clothing; Cosmetics & Grooming; Food & Drink; Other; Personal Electronics""",0,Deny
01/13/2014,01/08/2014,5,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Other""",347.84,Settle
01/13/2014,12/23/2013,21,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
01/09/2014,12/28/2013,12,MSP,Minneapolis/ St.Paul International Airport,-,Passenger Property Loss,Checked Baggage,"""Food & Drink""",0,Deny
01/10/2014,12/17/2013,24,JFK,John F. Kennedy International,British Airways  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
01/15/2014,12/22/2013,24,MCO,Orlando International Airport,UAL  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
01/13/2014,12/22/2013,22,LAX,Los Angeles International Airport ,Korean Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
01/14/2014,12/29/2013,16,LGA,LaGuardia ,AirTran Airlines,Passenger Property Loss,Checked Baggage,"""Cameras; Cosmetics & Grooming; Personal Electronics""",716.97,Settle
01/15/2014,12/21/2013,25,ORF,Norfolk International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",0,Deny
01/14/2014,01/06/2014,8,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",20,Approve in Full
01/15/2014,12/24/2013,22,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",50,Approve in Full
01/13/2014,01/08/2014,5,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
01/08/2014,12/17/2013,22,ATL,Hartsfield-Jackson Atlanta International Airport,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",100,Settle
01/13/2014,01/06/2014,7,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,"""-""",0,Deny
01/17/2014,12/25/2013,23,IAD,Washington Dulles International,Jet Blue,Passenger Property Loss,Checked Baggage,"""Cameras""",0,Deny
01/09/2014,12/22/2013,18,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
01/10/2014,12/10/2013,31,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
01/11/2014,01/09/2014,2,JFK,John F. Kennedy International,South African Airways  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",40,Approve in Full
01/09/2014,04/22/2013,262,SAT,San Antonio International,UAL  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
01/15/2014,12/19/2013,27,JFK,John F. Kennedy International,Lufthansa  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",300,Settle
01/15/2014,12/22/2013,24,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,"""Other""",259.8,Settle
01/15/2014,12/03/2013,43,GLH,Mid Delta Regional,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses; Food & Drink""",0,Deny
01/15/2014,01/09/2014,6,BOS,Boston (Logan) International Airport ,Virgin Atlantic,Passenger Property Loss,Checked Baggage,"""Clothing""",246.4,Settle
01/13/2014,12/17/2013,27,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
01/13/2014,01/05/2014,8,IAH,Houston - George Bush Intercontinental Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses; Cameras; Other""",0,Deny
01/13/2014,01/12/2014,1,SAT,San Antonio International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
01/13/2014,12/18/2013,26,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
01/21/2014,12/27/2013,25,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Clothing; Other""",40,Approve in Full
01/13/2014,12/12/2013,32,ONT,Ontario International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",119,Approve in Full
01/15/2014,12/26/2013,20,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
01/14/2014,12/30/2013,15,ORD,Chicago O'Hare International Airport,British Airways  ,Property Damage,Checked Baggage,"""Other""",0,Deny
01/13/2014,12/31/2013,13,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Currency""",0,Deny
01/15/2014,12/30/2013,16,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checked Baggage,"""Home Decor""",166.59,Approve in Full
01/14/2014,12/19/2013,26,SEA,Seattle-Tacoma International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Hunting & Fishing Items""",0,Deny
01/14/2014,01/04/2014,10,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",108,Approve in Full
01/15/2014,12/29/2013,17,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
01/15/2014,12/09/2013,37,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Cameras""",0,Deny
01/21/2014,01/21/2014,0,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
01/15/2014,11/14/2013,62,EWN,Craven County Regional,UAL  ,Passenger Property Loss,Checked Baggage,"""Tools & Home Improvement Supplies""",0,Deny
